Vernier Format 2
Sin título.cmbl 7/05/2025 14:36:04 .
Último
Tiempo	Posición	Velocidad 1	Aceleración 1	Angulo	Velocidad 2	Aceleración 2
t	x	v 1	a 1	Angulo	v 2	a 2
s	m	m/s	m/s²	rad	rad/s	rad/s²

1.33332	0.4272065	-0.149778164448	-0.196752546142	-2.47836753783	-2.03623782304	1.83020825017
1.366653	0.42189	-0.154637379707	-0.102068360801	-2.54818070791	-1.89079226425	2.16958461444
1.399986	0.416745	-0.154923215899	-0.0571678100172	-2.60054058547	-1.84715859661	1.12721435275
1.433319	0.4116	-0.156066560666	-0.0820596272954	-2.67035375555	-1.83261404073	0.351496948709
1.466652	0.406455	-0.160068267349	-0.123744488766	-2.72271363311	-1.83261404073	-0.254532273203
1.499985	0.400967	-0.165642073087	-0.135416249978	-2.79252680319	-1.84715859661	-0.727235066293
1.533318	0.3953075	-0.168929189292	-0.145897015148	-2.84488668075	-1.87624770837	-1.18781727494
1.566651	0.3898195	-0.174931749317	-0.163761955778	-2.91469985083	-1.97805959952	-0.424220455337
1.599984	0.3836455	-0.181077227439	-0.148636306045	-2.98451302091	-1.89079226425	-0.0484823377529
1.633317	0.377643	-0.184507261739	-0.13744094325	-3.03687289847	-1.90533682013	-1.53931422365
1.66665	0.371469	-0.190652739861	-0.115169317264	-3.10668606855	-2.03623782304	-2.01201701674
1.699983	0.3647805	-0.192653593203	-0.0883719063182	-3.17649923863	-2.07987149067	-1.58779656141
1.733316	0.3586065	-0.194511528449	-0.121243397078	-3.24631240871	-2.10896060243	-1.99989643231
1.766649	0.351918	-0.199513661803	-0.187462777015	-3.31612557879	-2.16713882595	-3.59981357815
1.799982	0.345401	-0.207374157075	-0.241533997322	-3.38593874887	-2.35621805237	-5.1391278018
1.833315	0.338198	-0.218093014263	-0.226051048776	-3.47320521147	-2.55984183468	-5.58758942602
1.866648	0.330652	-0.223523901906	-0.171146131239	-3.56047167407	-2.69074283759	-7.11478306523
1.899981	0.3232775	-0.228240199069	-0.119695102223	-3.64773813667	-2.96708939928	-10.3752202791
1.933314	0.31556	-0.234242759094	0.0489499373272	-3.75245789179	-3.40342607565	-13.3447634665
1.966647	0.3074995	-0.232956496232	0.488546576438	-3.87463093943	-3.89794097553	-15.1870923011
1.99998	0.299439	-0.2099466828	1.20933738107	-4.01425727959	-4.37791131953	-16.9203358757
2.033313	0.2927505	-0.15763865972	2.07280951154	-4.15388361975	-5.13422822523	-14.6174248325
2.066646	0.287777	-0.0677431774318	2.74869976539	-4.36332312999	-5.64328768099	-4.13311929343
2.099979	0.287434	0.0455908725754	2.77716457079	-4.55530934771	-5.42511934281	7.09054189636
2.133312	0.29155	0.137630126301	2.15475003923	-4.7298422729	-4.97423811056	12.9326635956
2.166645	0.297724	0.193654019874	1.34284803738	-4.88692190558	-4.45063409893	14.605304248
2.199978	0.30527	0.220379703797	0.711858334318	-5.02654824574	-3.94157464317	13.5508134019
2.233311	0.312816	0.231098560986	0.393862391097	-5.14872129338	-3.49069341092	10.6176319679
2.266644	0.3205335	0.242389090558	0.238556507217	-5.2534410485	-3.21434684922	7.17538598742
2.299977	0.3291085	0.248534568679	0.0757473482727	-5.35816080362	-3.08344584632	5.61183059489
2.33331	0.3373405	0.247534142008	-0.0796776352114	-5.46288055874	-2.87982206401	5.22397189287
2.366643	0.345744	0.241531581982	-0.188891972265	-5.55014702134	-2.69074283759	4.03615461793
2.399976	0.3534615	0.233671086711	-0.254873152993	-5.63741348394	-2.61802005819	3.24831662944
2.433309	0.3613505	0.224667246672	-0.316209449157	-5.72467994654	-2.5452972788	4.33916922888
2.466642	0.3685535	0.212090454238	-0.364087490047	-5.81194640914	-2.34167349649	5.76939819259
2.499975	0.3754135	0.200799924666	-0.421969897689	-5.88175957922	-2.10896060243	5.76939819259
2.533308	0.382102	0.184507261739	-0.487593779605	-5.9515727493	-1.90533682013	4.33916922888
2.566641	0.3877615	0.16692833595	-0.509508106778	-6.00393262686	-1.83261404073	3.236196045
2.599974	0.3932495	0.148777737777	-0.48009050454	-6.07374579694	-1.75989126134	3.93918994242
2.633307	0.397537	0.134343010097	-0.425781085024	-6.1261056745	-1.57081203492	4.69066617759
2.66664	0.4021675	0.121623299566	-0.393385992681	-6.17846555206	-1.38173280849	3.83010468248
2.699973	0.405769	0.106616899502	-0.317519544804	-6.2133721371	-1.3090100291	2.64228740753
2.733306	0.4090275	0.0988993223266	-0.199015438622	-6.26573201466	-1.25083180558	2.33927279658
2.766639	0.412286	0.0940401070677	-0.0944459861325	-6.3006385997	-1.11993080267	1.18781727494
2.799972	0.4152015	0.0931825984927	-0.00833697229417	-6.33554518474	-1.11993080267	-1.17569669051
2.833305	0.41846	0.0940401070677	0.0513319294112	-6.37045176978	-1.25083180558	-2.25442870551
2.866638	0.4213755	0.0974701413681	0.0833697229417	-6.42281164734	-1.3090100291	-2.23018753663
2.899971	0.424977	0.100900175668	0.0809877308576	-6.45771823238	-1.36718825261	-2.76349325191
2.933304	0.4282355	0.101328929956	0.113263723596	-6.51007810994	-1.5126338114	-2.86045792742
2.966637	0.431494	0.107903162365	0.152804792192	-6.5624379875	-1.57081203492	-2.8240961741
2.99997	0.4354385	0.114048640486	0.122077094307	-6.61479786506	-1.64353481431	-4.25432513781
3.033303	0.4392115	0.117192838595	0.0533566226827	-6.66715774262	-1.84715859661	-5.76939819259
3.066636	0.4433275	0.117478674787	-0.0195323350892	-6.7369709127	-2.07987149067	-5.84212169922
3.099969	0.4471005	0.115334903349	-0.0752709498559	-6.80678408278	-2.28349527298	-4.67854559315
3.133302	0.451045	0.11219070524	-0.121838895099	-6.89405054538	-2.37076260825	-3.97555169573
3.166635	0.4546465	0.106759817598	-0.161618162903	-6.96386371546	-2.4725744994	-5.11488663293
3.199968	0.4580765	0.102615192819	-0.236889112759	-7.05113017806	-2.76346561698	-5.0421631263
3.233301	0.461678	0.0927538442051	-0.363134693213	-7.15584993318	-2.86527750813	-3.56345182484
3.266634	0.464422	0.0774616079494	-0.469252440557	-7.24311639578	-2.93800028753	-3.59981357815
3.299967	0.466823	0.0613118631186	-0.568462410858	-7.3478361509	-3.09799040219	-3.91494877354
3.3333	0.4687095	0.0391595582622	-0.652070333008	-7.45255590602	-3.19980229335	-4.14523987787
3.366633	0.4693955	0.0170072534059	-0.707332549358	-7.55727566114	-3.38888151977	-3.68465766922
3.399966	0.46991	-0.00757465907992	-0.758068980748	-7.67944870878	-3.53432707856	-0.727235066293
3.433299	0.4690525	-0.0358724420578	-0.734487259116	-7.80162175641	-3.43251518741	2.26654928995
3.466632	0.4673375	-0.0591680916809	-0.634086292774	-7.90634151153	-3.34524785213	4.2179633845
3.499965	0.4649365	-0.0774616079494	-0.537139214953	-8.02851455917	-3.14162406983	5.68455410152
3.533298	0.4621925	-0.0944688613553	-0.446980814572	-8.11578102177	-2.92345573165	5.78151877703
3.566631	0.458591	-0.108903589036	-0.323831823826	-8.22050077689	-2.77801017286	6.09665397242
3.599964	0.4546465	-0.115334903349	-0.232006028986	-8.30776723949	-2.4725744994	5.03004254186
3.633297	0.4508735	-0.120765790991	-0.242367694552	-8.37758040957	-2.38530716413	2.4725992254
3.66663	0.4467575	-0.130055467221	-0.30013100259	-8.46484687217	-2.35621805237	1.19993785938
3.699963	0.4422985	-0.142346423464	-0.325380118681	-8.53466004225	-2.34167349649	0.896923248428
3.733296	0.4371535	-0.152493608269	-0.323831823826	-8.62192650485	-2.31258438474	1.12721435275
3.766629	0.43218	-0.163355383554	-0.328000309973	-8.69173967493	-2.21077249358	1.4025957804E-13
3.799962	0.426349	-0.176075094084	-0.290364835045	-8.76155284501	-2.31258438474	-1.10297318388
3.833295	0.420175	-0.182220572206	-0.264877519746	-8.84881930761	-2.34167349649	-0.727235066293
3.866628	0.414344	-0.191796084628	-0.282146962355	-8.91863247769	-2.35621805237	-0.33937636427
3.899961	0.407484	-0.203086614199	-0.244392387823	-9.00589894029	-2.35621805237	-0.0606029221915
3.933294	0.400624	-0.209660846608	-0.161618162903	-9.07571211037	-2.35621805237	0.072723506629
3.966627	0.393421	-0.213376717101	-0.0763428462937	-9.16297857297	-2.35621805237	0.436341039776
3.99996	0.3863895	-0.215091734251	0.0254873152993	-9.23279174305	-2.34167349649	1.2362996127
4.033293	0.379015	-0.213662553292	0.172337127281	-9.32005820565	-2.29803982886	2.67864916085
4.066626	0.371812	-0.202800778008	0.289888436629	-9.38987137573	-2.13804971419	3.41800481158
4.099959	0.3654665	-0.190509821765	0.302155695861	-9.45968454581	-2.05078237892	3.49072831821
4.133292	0.3592925	-0.18207765411	0.287030046128	-9.52949771589	-1.89079226425	3.10286961618
4.166625	0.35329	-0.172930895976	0.297629910902	-9.58185759345	-1.83261404073	2.38775513433
4.199958	0.3476305	-0.161211612116	0.282623360772	-9.65167076353	-1.77443581722	2.69076974528
4.233291	0.342657	-0.152207772078	0.224383654317	-9.70403064109	-1.62899025843	2.32715221214
4.266624	0.3376835	-0.14834898349	0.216761279648	-9.75639051865	-1.58535659079	1.078732015
4.299957	0.3325385	-0.13905930726	0.240700300093	-9.80875039621	-1.57081203492	0.0121205844387
4.33329	0.3284225	-0.130198385317	0.211163598251	-9.86111027377	-1.58535659079	-0.993887923934
4.366623	0.3239635	-0.124195825292	0.159236170819	-9.91347015133	-1.62899025843	-1.91505234124
4.399956	0.3201905	-0.11976536432	0.107308743386	-9.96583002889	-1.75989126134	-1.62415831472
4.433289	0.3160745	-0.118336183362	0.0844416193795	-10.035643199	-1.77443581722	-0.569667468596
4.466622	0.31213	-0.113334050007	0.0433522559297	-10.0880030765	-1.70171303782	-2.09686110781
4.499955	0.3087	-0.113619886199	-0.0298940006548	-10.1403629541	-1.86170315249	-5.12700721736
4.533288	0.3047555	-0.118479101458	-0.00440668535549	-10.2101761242	-2.09441604655	-6.99357722085
4.566621	0.3006395	-0.118479101458	0.155067684672	-10.2799892942	-2.35621805237	-7.98746514478
4.599954	0.2965235	-0.108903589036	0.363253792817	-10.3672557568	-2.63256461407	-8.37532384681
4.633287	0.293265	-0.0931825984927	0.568819709671	-10.4545222194	-2.92345573165	-8.01170631366
4.66662	0.2903495	-0.0747461641283	0.866449620572	-10.5592419746	-3.25798051686	-5.03004254186
4.699953	0.2876055	-0.036587032537	1.17146370693	-10.6814150222	-3.31615874038	-0.569667468596
4.733286	0.2876055	0.0110046933803	1.25423793186	-10.7861347773	-3.19980229335	1.32114370377
4.766619	0.2886345	0.0521651049844	1.16860531643	-10.8908545324	-3.15616862571	1.05449084612
4.799952	0.291207	0.0890379737131	1.04259793519	-10.9955742876	-3.14162406983	0.824199741799
4.833285	0.294637	0.121766217662	0.904799693126	-11.1002940427	-3.12707951395	1.2362996127
4.866618	0.299439	0.150206918736	0.754615092226	-11.2050137978	-3.08344584632	2.26654928995
4.899951	0.304927	0.170501288346	0.652904030238	-11.3097335529	-2.93800028753	2.25442870551
4.933284	0.310758	0.191224412244	0.61812694581	-11.3970000155	-2.89436661989	1.15145552163
4.966617	0.317618	0.212519208525	0.558577143709	-11.5017197706	-2.87982206401	0.436341039776
4.99995	0.3249925	0.231098560986	0.421612598876	-11.5889862332	-2.87982206401	0.169688182135
5.033283	0.3332245	0.242674926749	0.225693749964	-11.6937059884	-2.87982206401	0.436341039776
5.066616	0.3414565	0.245104534379	0.0637182882483	-11.780972451	-2.86527750813	1.15145552163
5.099949	0.3496885	0.243389517229	0.00285839050086	-11.8856922061	-2.8216438405	2.25442870551
5.133282	0.3575775	0.243389517229	-0.000357298812614	-11.9729586687	-2.67619828171	2.26654928995
5.166615	0.3658095	0.245676206762	-0.057048710413	-12.0602251313	-2.63256461407	1.2362996127
5.199948	0.374213	0.240959909599	-0.150303700503	-12.1474915939	-2.61802005819	0.836320326237
5.233281	0.3819305	0.234099840998	-0.206280514479	-12.2347580565	-2.60347550231	1.16357610607
5.266614	0.3898195	0.226382263823	-0.237841909592	-12.3220245191	-2.55984183468	1.92717292568
5.299947	0.3970225	0.218235932359	-0.260232635182	-12.4092909817	-2.42894083177	1.51507305478
5.33328	0.404397	0.209375010417	-0.284052556023	-12.4791041518	-2.41439627589	-0.0363617533151
5.366613	0.4110855	0.197798644653	-0.26273372687	-12.5663706144	-2.50166361116	-0.0121205844383
5.399946	0.417431	0.190652739861	-0.206756912895	-12.653637077	-2.41439627589	-0.0606029221908
5.433279	0.4237765	0.184364343643	-0.162809158945	-12.723450247	-2.42894083177	-2.02413760118
5.466612	0.4296075	0.181220145535	-0.162451860132	-12.8107167096	-2.57438639056	-3.49072831821
5.499945	0.435953	0.175503421701	-0.22247806065	-12.8979831722	-2.67619828171	-4.49673682658
5.533278	0.441441	0.165784991183	-0.274881886499	-12.9852496348	-2.87982206401	-5.03004254186
5.566611	0.446929	0.157209905432	-0.329905903641	-13.08996939	-3.06890129044	-4.09675754012
5.599944	0.452074	0.144061440614	-0.389455705742	-13.1946891451	-3.14162406983	-3.68465766922
5.633277	0.456533	0.130627139605	-0.436857348214	-13.2994089002	-3.2288914051	-5.56334825714
5.66661	0.4608205	0.115477821445	-0.512723796091	-13.4041286553	-3.47614885504	-8.33896209349
5.699943	0.4642505	0.0983276499432	-0.654214125884	-13.526301703	-3.86885186377	-8.56925319782
5.733276	0.467509	0.0754607546075	-0.895271724789	-13.6659280431	-4.14519842547	-5.63607176377
5.766609	0.4697385	0.038444967783	-1.11608239098	-13.8055543833	-4.30518854014	-0.751476235169
5.799942	0.470253	-0.00428754287543	-1.16800981841	-13.962634016	-4.17428753723	3.68465766922
5.833275	0.4693955	-0.0454479544795	-1.02985427754	-14.0848070636	-3.97066375492	5.61183059489
5.866608	0.466823	-0.0747461641283	-0.817856982058	-14.2244334038	-3.81067364026	7.23598890961
5.899941	0.4642505	-0.0976130594639	-0.657072516385	-14.3466064514	-3.46160429917	7.7692946249
5.933274	0.460306	-0.11805034717	-0.516773182634	-14.4513262065	-3.21434684922	6.24210098568
5.966607	0.45619	-0.132199238659	-0.387192813262	-14.5560459616	-3.08344584632	5.50274533495
5.99994	0.451388	-0.142775177752	-0.295367018422	-14.6607657168	-2.87982206401	5.51486591939
6.033273	0.446586	-0.150206918736	-0.255945049431	-14.7480321794	-2.67619828171	4.59370150208
6.066606	0.441441	-0.159067840678	-0.24486878624	-14.835298642	-2.57438639056	3.51496948708
6.099939	0.435953	-0.16692833595	-0.228671240069	-14.9225651046	-2.42894083177	2.10898169225
6.133272	0.4302935	-0.174360076934	-0.21283099271	-14.9923782746	-2.41439627589	0.484823377529
6.166605	0.424291	-0.180791391247	-0.200921032289	-15.0796447372	-2.48711905528	1.16357610607
6.199938	0.4182885	-0.187794377944	-0.188296474244	-15.1669111998	-2.35621805237	2.29079045882
6.233271	0.4117715	-0.194654446544	-0.149827302087	-15.2367243699	-2.22531704946	0.751476235169
6.266604	0.405083	-0.196083627503	-0.156139581109	-15.30653754	-2.31258438474	-0.67875272854
6.299937	0.398909	-0.202943696104	-0.207947908937	-15.3938040026	-2.34167349649	-0.230291104326
6.33327	0.391706	-0.213090880909	-0.170669732822	-15.4636171727	-2.34167349649	0.824199741799
6.366603	0.384503	-0.217664259976	-0.0393028693868	-15.5508836353	-2.29803982886	2.18170519888
6.399936	0.376957	-0.215234652347	0.0928976912779	-15.6206968053	-2.15259427007	2.25442870551
6.433269	0.370097	-0.209517928513	0.179483103533	-15.6905099754	-2.10896060243	1.2362996127
6.466602	0.3630655	-0.204229958966	0.278335775021	-15.7603231455	-2.09441604655	0.848440910675
6.499935	0.3562055	-0.19136733034	0.370399769069	-15.8301363156	-2.07987149067	1.2362996127
6.533268	0.350203	-0.175646339797	0.347889943875	-15.8999494857	-2.03623782304	2.25442870551
6.566601	0.344715	-0.165784991183	0.247965375949	-15.9697626557	-1.89079226425	2.18170519888
6.599934	0.339227	-0.159210758774	0.144586919502	-16.0221225333	-1.84715859661	0.824199741799
6.633267	0.3342535	-0.157352823528	0.0814641292744	-16.0919357034	-1.84715859661	-0.230291104326
6.6666	0.3287655	-0.156638233049	0.107904241407	-16.1442955809	-1.87624770837	-0.67875272854
6.699933	0.3236205	-0.150778591119	0.170312434009	-16.214108751	-1.96351504364	0.739355650731
6.733266	0.3188185	-0.146062293956	0.259160738744	-16.2839219211	-1.83261404073	2.18170519888
6.766599	0.3136735	-0.13491468248	0.367898677381	-16.3362817987	-1.70171303782	0.545426299719
6.799932	0.3095575	-0.117335756691	0.352415728835	-16.3886416762	-1.7889803731	-1.70900240579
6.833265	0.3061275	-0.10704565379	0.215570283606	-16.4584548463	-1.84715859661	-3.46648714933
6.866598	0.3026975	-0.104901882352	0.13065226581	-16.5108147239	-1.96351504364	-6.39966858338
6.899931	0.299096	-0.102186438531	0.166382147071	-16.5806278939	-2.31258438474	-7.90262105372
6.933264	0.2958375	-0.0974701413681	0.325380118681	-16.6678943565	-2.58893094643	-6.39966858338
6.966597	0.292236	-0.0814633146331	0.531065135138	-16.7551608191	-2.79255472874	-3.10286961618
6.99993	0.2903495	-0.0613118631186	0.717456015715	-16.8598805743	-2.80709928462	0.509064546405
7.033263	0.2879485	-0.0338715887159	0.885386457641	-16.9471470369	-2.67619828171	1.72112299023
7.066596	0.287777	0.00200085334187	0.912779366607	-17.0344134995	-2.63256461407	1.05449084612
7.099929	0.2882915	0.0320136534699	0.794037061217	-17.1216799621	-2.61802005819	0.424220455338
7.133262	0.290178	0.0547376307096	0.671007170076	-17.2089464247	-2.61802005819	0.169688182135
7.166595	0.2920645	0.0727453107864	0.657906213614	-17.2962128873	-2.61802005819	0.424220455338
7.199928	0.2948085	0.0970413870805	0.69208780002	-17.3834793499	-2.60347550231	1.06661143056
7.233261	0.2985815	0.119622446224	0.700186573106	-17.4707458125	-2.55984183468	1.81808766573
7.266594	0.302526	0.147920229202	0.603358594889	-17.5580122751	-2.42894083177	1.03024967725
7.299927	0.309043	0.16106869402	0.474969221559	-17.6278254451	-2.42894083177	-1.43022896371
7.33326	0.3133305	0.172073387401	0.526658449783	-17.7150919077	-2.57438639056	-2.48471980983
7.366593	0.3198475	0.198656153228	0.510341804007	-17.8023583703	-2.64710916995	-1.83020825017
7.399926	0.3270505	0.212519208525	0.328595807994	-17.8896248329	-2.7489210611	0.327255779832
7.433259	0.3342535	0.219522195222	0.159117071214	-17.9943445881	-2.61802005819	2.20594636776
7.466592	0.3417995	0.22095137618	0.0456151484095	-18.0641577581	-2.48711905528	1.13933493719
7.499925	0.3490025	0.22095137618	-0.00762237466895	-18.1514242207	-2.55984183468	0.399979286461
7.533258	0.3565485	0.220236785701	-0.0464488456389	-18.2386906833	-2.5452972788	1.68476123691
7.566591	0.3637515	0.217378423784	-0.0728889577719	-18.3259571459	-2.41439627589	2.35139338101
7.599924	0.3709545	0.216235079017	-0.124578185996	-18.395770316	-2.35621805237	2.23018753663
7.633257	0.378329	0.210089600896	-0.20235022754	-18.4830367786	-2.29803982886	2.66652857641
7.66659	0.3850175	0.202086187529	-0.260589933995	-18.5528499487	-2.15259427007	2.33927279658
7.699923	0.3918775	0.191510248436	-0.28369525721	-18.6226631188	-2.10896060243	1.16357610607
7.733256	0.3977085	0.182363490302	-0.271666197186	-18.6924762889	-2.09441604655	0.424220455338
7.766589	0.404054	0.173502568359	-0.249632770408	-18.7622894589	-2.09441604655	0.0848440910677
7.799922	0.4093705	0.163069547362	-0.162332760528	-18.832102629	-2.09441604655	0.0121205844381
7.833255	0.4145155	0.163212465458	-0.0948032849451	-18.9019157991	-2.09441604655	-0.0121205844384
7.866588	0.4203465	0.16106869402	-0.139108337708	-18.9717289692	-2.09441604655	-0.0969646755055
7.899921	0.4254915	0.153208198749	-0.168406840342	-19.0415421393	-2.09441604655	-0.509064546405
7.933254	0.430465	0.147491474915	-0.139108337708	-19.1113553093	-2.10896060243	-1.58779656141
7.966587	0.435267	0.143346850135	-0.0911111972149	-19.1811684794	-2.16713882595	-3.50284890264
7.99992	0.4398975	0.142775177752	-0.0805113324409	-19.2509816495	-2.35621805237	-5.01792195742
8.033253	0.444871	0.139916815835	-0.128270273726	-19.3382481121	-2.55984183468	-4.99368078854
8.066586	0.44933	0.134057173905	-0.182936992055	-19.4255145747	-2.67619828171	-5.07852487961
8.099919	0.453789	0.127768777688	-0.249513670804	-19.5127810373	-2.87982206401	-5.53910708826
8.133252	0.457905	0.118764937649	-0.354916820523	-19.6175007924	-3.08344584632	-5.16336897068
8.166585	0.4618495	0.105187718544	-0.493548759815	-19.7222205475	-3.19980229335	-5.41790124388
8.199918	0.465108	0.0851791851252	-0.622176332353	-19.8269403027	-3.41797063153	-6.15725689461
8.233251	0.467509	0.0638843888439	-0.755091490643	-19.9491133503	-3.65068352559	-5.64819234821
8.266584	0.469567	0.0357295239619	-0.897534617269	-20.0712863979	-3.85430730789	-3.24831662944
8.299917	0.4700815	0.00200085334187	-0.965540491269	-20.2109127381	-3.89794097553	0.351496948708
8.33325	0.4697385	-0.0327282439491	-0.905871589563	-20.3330857857	-3.83976275201	4.14523987787
8.366583	0.4676805	-0.0611689450228	-0.749374709641	-20.4727121259	-3.60704985795	7.26023007849
8.399916	0.465451	-0.0821779051124	-0.588947542781	-20.577431881	-3.25798051686	7.64808878051
8.433249	0.4621925	-0.100900175668	-0.414704821833	-20.6821516361	-3.08344584632	7.2965918318
8.466582	0.4584195	-0.109761097611	-0.252252961701	-20.7868713913	-2.8216438405	7.78141520933
8.499915	0.454818	-0.116049493828	-0.147207110794	-20.8741378539	-2.48711905528	6.278462739
8.533248	0.4505305	-0.117478674787	-0.109809835075	-20.9439510239	-2.37076260825	3.98767228017
8.566581	0.4471005	-0.121623299566	-0.130056767789	-21.0312174865	-2.29803982886	3.61193416259
8.599914	0.44247	-0.127197105304	-0.127436576497	-21.1010306566	-2.13804971419	3.58769299371
8.633247	0.4385255	-0.130198385317	-0.122672592328	-21.1708438267	-2.05078237892	3.43012539601
8.66658	0.433895	-0.135915109151	-0.104093054073	-21.2406569968	-1.89079226425	2.69076974528
8.699913	0.4292645	-0.136486781534	-0.100758265155	-21.2930168743	-1.84715859661	1.30902311933
8.733246	0.424977	-0.141631832985	-0.120528799453	-21.3628300444	-1.83261404073	0.775717404046
8.766579	0.419832	-0.14663396634	-0.087061810672	-21.415189922	-1.81806948486	0.824199741799
8.799912	0.41503	-0.147348556819	-0.0578824076424	-21.4850030921	-1.7889803731	1.19993785938
8.833245	0.4100565	-0.149206492065	-0.0603834993306	-21.5373629696	-1.68716848195	0.412099870899
8.866578	0.405083	-0.150778591119	-0.0801540336282	-21.5897228472	-1.77443581722	-0.0242411688766
8.899911	0.4001095	-0.155351970186	-0.0778911411484	-21.6595360172	-1.75989126134	1.19993785938
8.933244	0.3946215	-0.157066987337	-0.0383500725532	-21.7118958948	-1.64353481431	1.26054078157
8.966577	0.389648	-0.158353250199	0.0198896339018	-21.7642557724	-1.62899025843	0.315135195393
8.99991	0.3839885	-0.156781151145	0.103973954469	-21.8166156499	-1.70171303782	1.15145552163
9.033243	0.379015	-0.150206918736	0.1530429914	-21.88642882	-1.57081203492	2.37563454989
9.066576	0.3740415	-0.144918949189	0.158402473589	-21.921335405	-1.43991103201	1.15145552163
9.099909	0.369411	-0.140345570122	0.172337127281	-21.9736952826	-1.5126338114	0.315135195393
9.133242	0.364609	-0.134200092001	0.192941358808	-22.0260551602	-1.49808925552	1.26054078157
9.166575	0.3603215	-0.124767497675	0.13434435354	-22.0784150377	-1.38173280849	1.18781727495
9.199908	0.3565485	-0.122766644333	0.00345388852186	-22.1133216228	-1.36718825261	-0.121205844382
9.233241	0.352261	-0.125339170058	-0.104212153677	-22.1656815003	-1.45445558788	-0.0969646755059
